Year,Month,Day,Hour,<AshlandElev>,<AADischarge>
2024,9,6,9,99.25,2871
2024,9,6,10,99.28,2870
2024,9,6,11,99.25,2855
2024,9,6,12,99.28,2870
2024,9,6,13,99.26,2860
2024,9,6,14,99.27,2865
2024,9,6,15,99.39,2928
2024,9,6,16,99.29,2875
2024,9,6,17,99.3,2881
2024,9,6,18,99.28,2870
2024,9,6,19,99.27,2865
2024,9,6,20,99.32,2891
2024,9,6,21,99.27,2865
2024,9,6,22,97.54,1912
2024,9,6,23,97.14,1854
2024,9,6,24,97,1835
2024,9,7,1,96.61,1688
2024,9,7,2,96.39,1609
2024,9,7,3,96.66,1707
2024,9,7,4,96.71,1725
2024,9,7,5,96.77,1748
2024,9,7,6,96.91,1801
2024,9,7,7,97.36,1979
2024,9,7,8,99.14,2924
2024,9,7,9,99.31,2897
2024,9,7,10,99.32,2891
2024,9,7,11,99.64,3063
2024,9,7,12,99.91,3212
2024,9,7,13,99.84,3173
2024,9,7,14,99.81,3156
2024,9,7,15,99.49,2981
2024,9,7,16,99.63,3057
2024,9,7,17,99.6,3041
2024,9,7,18,99.43,2949
2024,9,7,19,99.37,2917
2024,9,7,20,99.3,2881
2024,9,7,21,99.55,3014
2024,9,7,22,97.81,2032
2024,9,7,23,97.66,2091
2024,9,7,24,98.08,2287
2024,9,8,1,98,2252
2024,9,8,2,97.82,2172
2024,9,8,3,97.46,2020
2024,9,8,4,97.19,1910
2024,9,8,5,97.89,2203
2024,9,8,6,98.1,2296
2024,9,8,7,98.14,2314
2024,9,8,8,99.56,3110
2024,9,8,9,99.49,2977
2024,9,8,10,99.76,3129
2024,9,8,11,99.86,3184
2024,9,8,12,99.81,3156
2024,9,8,13,100.21,3384
2024,9,8,14,100.47,3539
2024,9,8,15,100.21,3384
2024,9,8,16,100.3,3437
2024,9,8,17,99.65,3068
2024,9,8,18,99.4,2933
2024,9,8,19,99.37,2917
2024,9,8,20,99.68,3084
2024,9,8,21,99.8,3151
2024,9,8,22,98.84,2582
2024,9,8,23,98.84,2646
2024,9,8,24,98.99,2721
2024,9,9,1,98.77,2612
2024,9,9,2,98.32,2397
2024,9,9,3,98.45,2458
2024,9,9,4,98.38,2425
2024,9,9,5,98,2252
2024,9,9,6,97.97,2238
2024,9,9,7,97.47,2024
2024,9,9,8,99.12,2904
2024,9,9,9,99.26,2869
2024,9,9,10,99.31,2886
2024,9,9,11,99.3,2881
2024,9,9,12,99.33,2896
2024,9,9,13,99.32,2891
2024,9,9,14,99.47,2971
2024,9,9,15,99.98,3252
2024,9,9,16,100.01,3269
2024,9,9,17,100.13,3338
2024,9,9,18,100.58,3605
2024,9,9,19,100.63,3636
2024,9,9,20,100.52,3569
2024,9,9,21,100.6,3617
2024,9,9,22,97.88,1996
2024,9,9,23,97.56,2034
2024,9,9,24,96.77,1748
2024,9,10,1,96.15,1525
2024,9,10,2,95.97,1464
2024,9,10,3,95.94,1454
2024,9,10,4,96.05,1491
2024,9,10,5,96.32,1584
2024,9,10,6,96.81,1763
2024,9,10,7,97.4,1995
2024,9,10,8,99.16,2932
2024,9,10,9,99.43,2966
2024,9,10,10,99.42,2944
2024,9,10,11,99.38,2923
2024,9,10,12,99.31,2886
2024,9,10,13,99.64,3063
2024,9,10,14,99.81,3156
2024,9,10,15,99.68,3084
2024,9,10,16,99.32,2891
2024,9,10,17,99.3,2881
2024,9,10,18,99.35,2907
2024,9,10,19,99.32,2891
2024,9,10,20,99.38,2923
2024,9,10,21,99.4,2933
2024,9,10,22,97.68,1974
2024,9,10,23,97.56,2051
2024,9,10,24,97.41,1999
2024,9,11,1,97.38,1987
2024,9,11,2,96.94,1812
2024,9,11,3,96.87,1785
2024,9,11,4,96.59,1681
2024,9,11,5,96.56,1670
2024,9,11,6,96.72,1729
2024,9,11,7,97.08,1867
2024,9,11,8,99.02,2878
2024,9,11,9,99.33,2916
2024,9,11,10,99.28,2870
2024,9,11,11,99.25,2855
2024,9,11,12,99.26,2860
2024,9,11,13,99.27,2865
2024,9,11,14,99.27,2865
2024,9,11,15,99.26,2860
2024,9,11,16,99.28,2870
2024,9,11,17,99.26,2860
2024,9,11,18,99.38,2923
2024,9,11,19,99.38,2923
2024,9,11,20,99.24,2849
2024,9,11,21,99.63,3057
2024,9,11,22,97.35,1787
2024,9,11,23,97.07,1837
2024,9,11,24,96.66,1707
2024,9,12,1,96.64,1699
2024,9,12,2,96.7,1721
2024,9,12,3,96.39,1609
2024,9,12,4,96.32,1584
2024,9,12,5,97.01,1839
2024,9,12,6,97.06,1859
2024,9,12,7,97.08,1867
2024,9,12,8,99,2867
2024,9,12,9,99.27,2882
2024,9,12,10,99.26,2860
2024,9,12,11,99.24,2849
2024,9,12,12,99.25,2855
2024,9,12,13,99.22,2839
2024,9,12,14,99.26,2860
2024,9,12,15,99.25,2855
2024,9,12,16,99.25,2855
2024,9,12,17,99.25,2855
2024,9,12,18,99.29,2875
2024,9,12,19,99.42,2944
2024,9,12,20,99.54,3008
2024,9,12,21,99.72,3106
2024,9,12,22,97.35,1780
2024,9,12,23,96.8,1707
2024,9,12,24,96.57,1673
2024,9,13,1,96.23,1552
2024,9,13,2,96.15,1525
2024,9,13,3,96.16,1528
2024,9,13,4,96.18,1535
2024,9,13,5,96.26,1563
2024,9,13,6,96.57,1673
2024,9,13,7,96.95,1816
2024,9,13,8,99.08,2922
2024,9,13,9,99.28,2883
2024,9,13,10,99.28,2870
2024,9,13,11,99.27,2865
2024,9,13,12,99.29,2875
2024,9,13,13,99.28,2870
2024,9,13,14,99.27,2865
2024,9,13,15,99.28,2870
2024,9,13,16,99.28,2870
2024,9,13,17,99.32,2891
2024,9,13,18,99.29,2875
2024,9,13,19,99.36,2912
2024,9,13,20,99.4,2933
2024,9,13,21,99.39,2928
2024,9,13,22,97.54,1903
2024,9,13,23,96.53,1561
2024,9,13,24,96.12,1515
2024,9,14,1,95.98,1467
2024,9,14,2,96.32,1584
2024,9,14,3,97,1835
2024,9,14,4,96.6,1684
2024,9,14,5,96.55,1666
2024,9,14,6,96.77,1748
2024,9,14,7,97.12,1882
2024,9,14,8,99.03,2880
2024,9,14,9,99.32,2910
2024,9,14,10,99.28,2870
2024,9,14,11,99.3,2881
2024,9,14,12,99.29,2875
2024,9,14,13,99.29,2875
2024,9,14,14,99.3,2881
2024,9,14,15,99.27,2865
2024,9,14,16,99.32,2891
2024,9,14,17,99.32,2891
2024,9,14,18,99.37,2917
2024,9,14,19,99.32,2891
2024,9,14,20,99.34,2902
2024,9,14,21,99.33,2896
2024,9,14,22,97.43,1850
2024,9,14,23,96.68,1642
2024,9,14,24,96.16,1528
2024,9,15,1,96.09,1504
2024,9,15,2,96.71,1725
2024,9,15,3,96.52,1655
2024,9,15,4,96.29,1573
2024,9,15,5,96.41,1616
2024,9,15,6,96.67,1710
2024,9,15,7,97.13,1886
2024,9,15,8,99.2,2976
2024,9,15,9,99.33,2905
2024,9,15,10,99.29,2875
2024,9,15,11,99.29,2875
2024,9,15,12,99.34,2902
2024,9,15,13,99.33,2896
2024,9,15,14,99.32,2891
2024,9,15,15,99.3,2881
2024,9,15,16,99.31,2886
2024,9,15,17,99.32,2891
2024,9,15,18,99.3,2881
2024,9,15,19,99.33,2896
2024,9,15,20,99.3,2881
2024,9,15,21,99.28,2870
2024,9,15,22,97.26,1768
2024,9,15,23,96.74,1686
2024,9,15,24,96.61,1688
2024,9,16,1,96.6,1684
2024,9,16,2,96.6,1684
2024,9,16,3,96.38,1605
2024,9,16,4,96.36,1598
2024,9,16,5,96.54,1663
2024,9,16,6,96.85,1778
2024,9,16,7,97.55,2057
2024,9,16,8,99.23,2961
2024,9,16,9,99.38,2932
2024,9,16,10,99.36,2912
2024,9,16,11,99.27,2865
2024,9,16,12,99.26,2860
2024,9,16,13,99.31,2886
2024,9,16,14,99.31,2886
2024,9,16,15,99.3,2881
2024,9,16,16,99.31,2886
2024,9,16,17,99.32,2891
2024,9,16,18,99.28,2870
2024,9,16,19,99.51,2992
2024,9,16,20,97.79,2024
2024,9,16,21,97.49,2006
2024,9,16,22,96.99,1831
2024,9,16,23,96.75,1740
2024,9,16,24,96.43,1623
2024,9,17,1,96.08,1501
2024,9,17,2,96.16,1528
2024,9,17,3,96.2,1542
2024,9,17,4,96.22,1549
2024,9,17,5,96.54,1663
2024,9,17,6,96.74,1736
2024,9,17,7,97.04,1851
2024,9,17,8,99.04,2892
2024,9,17,9,99.26,2874
2024,9,17,10,99.26,2860
2024,9,17,11,99.26,2860
2024,9,17,12,99.24,2849
2024,9,17,13,99.27,2865
2024,9,17,14,99.28,2870
2024,9,17,15,99.25,2855
2024,9,17,16,99.25,2855
2024,9,17,17,99.33,2896
2024,9,17,18,99.28,2870
2024,9,17,19,99.3,2881
2024,9,17,20,97.44,1858
2024,9,17,21,97.19,1887
2024,9,17,22,97.15,1894
2024,9,17,23,97.08,1867
2024,9,17,24,97.38,1987
2024,9,18,1,97.08,1867
2024,9,18,2,96.86,1782
2024,9,18,3,96.75,1740
2024,9,18,4,96.53,1659
2024,9,18,5,96.96,1820
2024,9,18,6,97.38,1987
2024,9,18,7,97.33,1966
2024,9,18,8,99.04,2869
2024,9,18,9,99.26,2874
2024,9,18,10,99.27,2865
2024,9,18,11,99.26,2860
2024,9,18,12,99.27,2865
2024,9,18,13,99.27,2865
2024,9,18,14,99.26,2860
2024,9,18,15,99.25,2855
2024,9,18,16,99.26,2860
2024,9,18,17,99.3,2881
2024,9,18,18,99.27,2865
2024,9,18,19,99.33,2896
2024,9,18,20,97.48,1876
2024,9,18,21,97.18,1879
2024,9,18,22,96.89,1793
2024,9,18,23,96.68,1714
2024,9,18,24,96.37,1602
2024,9,19,1,96.24,1556
2024,9,19,2,96.2,1542
2024,9,19,3,96.17,1532
2024,9,19,4,96.28,1570
2024,9,19,5,96.51,1652
2024,9,19,6,96.78,1751
2024,9,19,7,97.13,1886
2024,9,19,8,99.09,2913
2024,9,19,9,99.32,2906
2024,9,19,10,99.29,2875
2024,9,19,11,99.29,2875
2024,9,19,12,99.32,2891
2024,9,19,13,99.31,2886
2024,9,19,14,99.31,2886
2024,9,19,15,99.33,2896
2024,9,19,16,99.31,2886
2024,9,19,17,99.29,2875
2024,9,19,18,99.37,2917
2024,9,19,19,99.62,3052
2024,9,19,20,97.88,2064
2024,9,19,21,97.07,1789
2024,9,19,22,96.98,1828
2024,9,19,23,97,1835
2024,9,19,24,96.55,1666
2024,9,20,1,96.19,1539
2024,9,20,2,96.12,1515
2024,9,20,3,96.23,1552
2024,9,20,4,96.77,1748
2024,9,20,5,96.96,1820
2024,9,20,6,97.03,1847
2024,9,20,7,97.22,1922
2024,9,20,8,99.03,2872
2024,9,20,9,99.36,2933
2024,9,20,10,99.28,2870
2024,9,20,11,99.33,2896
2024,9,20,12,99.33,2896
2024,9,20,13,99.32,2891
2024,9,20,14,99.35,2907
2024,9,20,15,99.32,2891
2024,9,20,16,99.34,2902
2024,9,20,17,99.27,2865
2024,9,20,18,99.31,2886
2024,9,20,19,99.54,3008
2024,9,20,20,97.69,1969
2024,9,20,21,97.16,1850
2024,9,20,22,96.96,1820
2024,9,20,23,96.66,1707
2024,9,20,24,96.69,1718
2024,9,21,1,96.89,1793
2024,9,21,2,96.3,1577
2024,9,21,3,96.15,1525
2024,9,21,4,96.22,1549
2024,9,21,5,96.45,1630
2024,9,21,6,96.78,1751
2024,9,21,7,97.2,1914
2024,9,21,8,99.14,2936
2024,9,21,9,99.39,2944
2024,9,21,10,99.28,2870
2024,9,21,11,98.96,2706
2024,9,21,12,99.01,2731
2024,9,21,13,99.31,2886
2024,9,21,14,99.32,2891
2024,9,21,15,99.33,2896
2024,9,21,16,99.32,2891
2024,9,21,17,99.42,2944
2024,9,21,18,99.58,3030
2024,9,21,19,99.42,2944
2024,9,21,20,98.28,2294
2024,9,21,21,97.87,2160
2024,9,21,22,97.3,1954
2024,9,21,23,97.12,1882
2024,9,21,24,96.98,1828
2024,9,22,1,96.49,1644
2024,9,22,2,96.21,1545
2024,9,22,3,96.15,1525
2024,9,22,4,96.22,1549
2024,9,22,5,96.46,1634
2024,9,22,6,96.75,1740
2024,9,22,7,97.11,1878
2024,9,22,8,99.04,2886
2024,9,22,9,99.3,2898
2024,9,22,10,99.25,2855
2024,9,22,11,99.28,2870
2024,9,22,12,99.25,2855
2024,9,22,13,99.24,2849
2024,9,22,14,99.29,2875
2024,9,22,15,99.3,2881
2024,9,22,16,99.28,2870
2024,9,22,17,99.28,2870
2024,9,22,18,99.31,2886
2024,9,22,19,99.39,2928
2024,9,22,20,97.93,2108
2024,9,22,21,97.26,1879
2024,9,22,22,96.92,1804
2024,9,22,23,96.71,1725
2024,9,22,24,96.22,1549
2024,9,23,1,96.08,1501
2024,9,23,2,96.1,1508
2024,9,23,3,96.21,1545
2024,9,23,4,96.33,1587
2024,9,23,5,96.53,1659
2024,9,23,6,96.82,1766
2024,9,23,7,97.11,1878
2024,9,23,8,99.01,2870
2024,9,23,9,99.26,2876
2024,9,23,10,99.26,2860
2024,9,23,11,99.44,2955
2024,9,23,12,99.46,2965
2024,9,23,13,99.42,2944
2024,9,23,14,99.32,2891
2024,9,23,15,99.3,2881
2024,9,23,16,99.53,3003
2024,9,23,17,99.38,2923
2024,9,23,18,99.47,2971
2024,9,23,19,99.42,2944
2024,9,23,20,98.49,2410
2024,9,23,21,98.1,2266
2024,9,23,22,97.41,1999
2024,9,23,23,97.2,1914
2024,9,23,24,97.03,1847
2024,9,24,1,96.82,1766
2024,9,24,2,96.73,1733
2024,9,24,3,96.73,1733
2024,9,24,4,97.04,1851
2024,9,24,5,97.65,2099
2024,9,24,6,98.16,2323
2024,9,24,7,97.38,1987
2024,9,24,8,98.99,2838
2024,9,24,9,99.29,2895
2024,9,24,10,99.31,2886
2024,9,24,11,99.29,2875
2024,9,24,12,99.31,2886
2024,9,24,13,99.31,2886
2024,9,24,14,99.32,2891
2024,9,24,15,99.28,2870
2024,9,24,16,99.36,2912
2024,9,24,17,99.46,2965
2024,9,24,18,99.81,3156
2024,9,24,19,99.8,3151
2024,9,24,20,97.98,2105
2024,9,24,21,97.28,1884
2024,9,24,22,97.41,1999
2024,9,24,23,97.74,2138
2024,9,24,24,97.96,2234
2024,9,25,1,97.43,2007
2024,9,25,2,97.54,2053
2024,9,25,3,97.96,2234
2024,9,25,4,97.98,2243
2024,9,25,5,98.15,2319
2024,9,25,6,98.59,2524
2024,9,25,7,97.73,2134
2024,9,25,8,99.16,2908
2024,9,25,9,99.28,2878
2024,9,25,10,99.29,2875
2024,9,25,11,99.3,2881
2024,9,25,12,99.27,2865
2024,9,25,13,99.28,2870
2024,9,25,14,99.28,2870
2024,9,25,15,99.31,2886
2024,9,25,16,99.28,2870
2024,9,25,17,99.42,2944
2024,9,25,18,99.58,3030
2024,9,25,19,100.14,3344
2024,9,25,20,97.87,2022
2024,9,25,21,97.74,2127
2024,9,25,22,97.69,2116
2024,9,25,23,97.74,2138
2024,9,25,24,97.54,2053
2024,9,26,1,97.15,1894
2024,9,26,2,97,1835
2024,9,26,3,97.28,1946
2024,9,26,4,97.34,1971
2024,9,26,5,97.83,2177
2024,9,26,6,97.75,2142
2024,9,26,7,97.28,1946
2024,9,26,8,99.1,2907
2024,9,26,9,99.34,2917
2024,9,26,10,99.36,2912
2024,9,26,11,99.3,2881
2024,9,26,12,99.31,2886
2024,9,26,13,99.28,2870
2024,9,26,14,99.28,2870
2024,9,26,15,99.3,2881
2024,9,26,16,99.3,2881
2024,9,26,17,99.33,2896
2024,9,26,18,99.38,2923
2024,9,26,19,99.53,3003
2024,9,26,20,97.47,1856
2024,9,26,21,97.26,1919
2024,9,26,22,97.4,1995
2024,9,26,23,97.49,2032
2024,9,26,24,97.35,1975
2024,9,27,1,97.29,1950
2024,9,27,2,97.24,1930
2024,9,27,3,97.56,2061
2024,9,27,4,97.19,1910
2024,9,27,5,97.12,1882
2024,9,27,6,96.83,1770
2024,9,27,7,96.96,1820
2024,9,27,8,99.2,2989
2024,9,27,9,99.3,2887
2024,9,27,10,99.23,2844
2024,9,27,11,99.27,2865
2024,9,27,12,99.25,2855
2024,9,27,13,99.21,2834
2024,9,27,14,99.25,2855
2024,9,27,15,99.27,2865
2024,9,27,16,99.24,2849
2024,9,27,17,99.26,2860
2024,9,27,18,99.29,2875
2024,9,27,19,99.36,2912
2024,9,27,20,96.96,1611
2024,9,27,21,96.41,1561
2024,9,27,22,96.2,1542
2024,9,27,23,96.59,1681
2024,9,27,24,97.54,2053
2024,9,28,1,96.94,1812
2024,9,28,2,96.52,1655
2024,9,28,3,96.48,1641
2024,9,28,4,96.31,1580
2024,9,28,5,96.45,1630
2024,9,28,6,96.76,1744
2024,9,28,7,97.09,1871
2024,9,28,8,99.02,2877
2024,9,28,9,99.28,2887
2024,9,28,10,99.39,2928
2024,9,28,11,99.29,2875
2024,9,28,12,99.27,2865
2024,9,28,13,99.28,2870
2024,9,28,14,99.27,2865
2024,9,28,15,99.25,2855
2024,9,28,16,99.21,2834
2024,9,28,17,99.28,2870
2024,9,28,18,99.31,2886
2024,9,28,19,99.37,2917
2024,9,28,20,97.37,1817
2024,9,28,21,96.99,1796
2024,9,28,22,96.85,1778
2024,9,28,23,96.73,1733
2024,9,28,24,96.52,1655
2024,9,29,1,96.51,1652
2024,9,29,2,96.31,1580
2024,9,29,3,96.27,1566
2024,9,29,4,96.36,1598
2024,9,29,5,96.54,1663
2024,9,29,6,96.79,1755
2024,9,29,7,97.08,1867
2024,9,29,8,98.98,2856
2024,9,29,9,99.3,2902
2024,9,29,10,99.28,2870
2024,9,29,11,99.28,2870
2024,9,29,12,99.29,2875
2024,9,29,13,99.27,2865
2024,9,29,14,99.24,2849
2024,9,29,15,99.28,2870
2024,9,29,16,99.42,2944
2024,9,29,17,99.28,2870
2024,9,29,18,99.32,2891
2024,9,29,19,99.6,3041
2024,9,29,20,97.34,1784
2024,9,29,21,96.88,1746
2024,9,29,22,96.78,1751
2024,9,29,23,96.66,1707
2024,9,29,24,96.72,1729
2024,9,30,1,96.69,1718
2024,9,30,2,96.38,1605
2024,9,30,3,96.69,1718
2024,9,30,4,96.88,1789
2024,9,30,5,96.94,1812
2024,9,30,6,96.85,1778
2024,9,30,7,97,1835
2024,9,30,8,98.97,2856
2024,9,30,9,99.29,2896
2024,9,30,10,99.3,2881
2024,9,30,11,99.25,2855
2024,9,30,12,99.28,2870
2024,9,30,13,99.25,2855
2024,9,30,14,99.24,2849
2024,9,30,15,99.28,2870
2024,9,30,16,99.24,2849
2024,9,30,17,99.31,2886
2024,9,30,18,99.3,2881
2024,9,30,19,99.39,2928
2024,9,30,20,97.88,2081
2024,9,30,21,97.05,1779
2024,9,30,22,96.94,1812
2024,9,30,23,96.81,1763
2024,9,30,24,96.42,1619
